ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,P_0A4,P_0A4_F,P_0A4_M,P_5A9,P_5A9_F,P_5A9_M,P_10A14,P_10A14_F,P_10A14_M,P_15A19,P_15A19_F,P_15A19_M,P_20A24,P_20A24_F,P_20A24_M,P_25A29,P_25A29_F,P_25A29_M,P_30A34,P_30A34_F,P_30A34_M,P_35A39,P_35A39_F,P_35A39_M,P_40A44,P_40A44_F,P_40A44_M,P_45A49,P_45A49_F,P_45A49_M,P_50A54,P_50A54_F,P_50A54_M,P_55A59,P_55A59_F,P_55A59_M,P_60A64,P_60A64_F,P_60A64_M,P_65A69,P_65A69_F,P_65A69_M,P_70A74,P_70A74_F,P_70A74_M,P_75A79,P_75A79_F,P_75A79_M,P_80A84,P_80A84_F,P_80A84_M,P_85YMAS,P_85YMAS_F,P_85YMAS_M,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,TAMLOC
2,Baja California,4,Tijuana,1,Tijuana,"117°01'08.088"" W","32°31'56.859"" N",22.0,1810645,899293,911352,70993,34944,36049,1733576,861298,872278,1678412,833768,844644,1476684,735295,741389,1387869,691871,695998,1300606,649271,651335,83093,40879,42214,173799,85124,88675,206420,100763,105657,88815,43424,45391,87263,42600,44663,229827,113068,116759,513447,164080.0,87764,76316,101.34,416700,1283392,104477,126157,62474,63683,142043,69313,72730,148500,72584,75916,150754,73725,77029,166336,81943,84393,164434,81279,83155,148322,74183,74139,145494,72431,73063,135429,67501,67928,128135,62385,65750,107053,52295,54758,77832,38365,39467,59603,30690,28913,40846,21789,19057,28033,14957,13076,17023,9438,7585,10572,6054,4518,8003,4836,3167,1.83,921855,454383,467472,789327,399467,389860,1531246,765931,765315,115062,57023,58039,11348,5300,6048,135,90,45,11132,5175,5957,11278,131,11066,26431,    33499,    15893,    17606,66675,30146,29696,10902,11795.0,13546,12775,165248,46455,106406,11233,29758,9261,29922,25275,1554787,45439,22360,23079,12122,5693,6429,7537,3426,4111,67969,34006,33963,78126,39644,38482,4440,1941,2499,19812,11029,8783,36124,19139,16985,71894,36842,35052,173648,90269,83379,52130,23732,28398,347635,175709,171926,651080,317529,333551,10.25,10.18,10.32,991033,414485,576548,476053,318095,157958,979001,410765,568236,12032,3720,8312,456352,1339811,1004892,58841,23961,1785,171953,7162,69650,22478,529580,767437,176627,1140217,280297,3336.0,374158,542649,185907,356742,1799461,600496,1198965,595061,542933,542532,490404,541517,542649,40546,11582,1799461,3.32,0.92,527989,11487,153389,386209,27700,92087,419819,538283,1352,534256,529029,5375,33007,41874.0,533270,4522,535030,4558,530548,342,532124,180174,1810,519194,447265,352911,355453,30282,49101,363762,512321,289874,290844,513539,405893,297486,198519,110631,15529,15988,113801,3523,14
15,México,20,Coacalco de Berriozábal,1,San Francisco Coacalco," 99°06'15.758"" W","19°37'45.476"" N",2291.0,293245,152241,141004,9323,4678,4645,283872,147535,136337,276022,143601,132421,248758,130301,118457,236017,124084,111933,222538,117482,105056,12027,5931,6096,23087,11303,11784,28442,13866,14576,12741,6217,6524,13479,6602,6877,33389,16536,16853,80436,40694.0,22356,18338,92.62,57178,210143,25874,17173,8612,8561,19140,9374,9766,20865,10143,10722,23061,11263,11798,23807,11875,11932,22929,11624,11305,22179,11375,10804,20692,10809,9883,20121,11005,9116,22885,12485,10400,21697,11713,9984,17952,9579,8373,14820,7965,6855,10207,5502,4705,7326,4089,3237,4235,2332,1903,2380,1380,1000,1726,1088,638,1.71,149631,75848,73783,141355,75256,66099,267356,139329,128027,7737,3872,3865,1631,817,814,11,7,4,1523,764,759,1623,11,1517,4011,     5475,     2738,     2737,14157,5952,7033,1659,3043.0,2043,2190,40535,10588,29319,1645,8466,1566,6619,3412,236718,3470,1702,1768,995,468,527,677,322,355,11582,5775,5807,15874,7822,8052,291,117,174,1717,1203,514,4294,2686,1608,5668,3662,2006,18133,11231,6902,5012,2332,2680,45424,23939,21485,148050,74988,73062,11.5,11.27,11.75,151635,65695,85940,96381,64204,32177,147371,64163,83208,4264,1532,2732,79296,213478,166105,16503,4629,2170,17135,670,3887,5066,90582,124546,33346,214343,26712,1368.0,48472,89664,31502,58162,293097,94839,198258,101976,89679,95916,83619,89592,89664,10161,2136,293097,3.27,0.74,89190,279,12668,76878,731,3171,85640,89512,25,89441,86039,35,67868,39932.0,89399,23,89272,21,89223,2,89226,42514,132,86701,79041,61631,43425,9061,18727,67116,87234,52181,63626,83214,67856,43496,28188,19621,1172,1894,17349,311,12
20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez," 96°43'31.621"" W","17°03'35.975"" N",1542.0,258913,138803,120110,9556,4690,4866,247201,133035,114166,238916,128945,109971,212387,115783,96604,200721,109998,90723,188715,104042,84673,12262,6039,6223,22552,11213,11339,27006,13369,13637,11666,5785,5881,12006,5956,6050,28840,14771,14069,71650,38546.0,22641,15905,86.53,56036,173850,26871,17841,8780,9061,18863,9442,9421,19332,9505,9827,20143,10061,10082,20703,10666,10037,20759,10961,9798,20006,10714,9292,19364,10542,8822,17816,9767,8049,16013,8939,7074,14947,8537,6410,12424,7170,5254,11675,6876,4799,9050,5237,3813,6894,3983,2911,4663,2687,1976,3157,1920,1237,3107,1938,1169,1.78,234685,125753,108932,20234,11045,9189,231985,125560,106425,5848,2935,2913,20242,11316,8926,260,181,79,19798,11042,8756,20146,258,19704,47041,     9116,     4824,     4292,13294,6440,5721,1827,3048.0,2351,2355,33303,10460,21074,1837,6923,1338,6928,3301,208542,3167,1563,1604,726,357,369,738,326,412,9805,5004,4801,13748,7108,6640,423,186,237,5369,3920,1449,6096,4339,1757,10702,6443,4259,20377,11539,8838,5328,2429,2899,36581,19964,16617,115315,61790,53525,11.39,11.18,11.65,138873,67225,71648,72959,48333,24626,136626,66407,70219,2247,818,1429,93795,162763,83952,32426,1316,1345,41205,678,3033,728,81524,101025,29664,186550,39498,448.0,29937,71396,28922,42474,258068,97837,160231,86117,71458,84068,69409,71210,71396,9108,5551,258068,3.61,0.91,67449,3132,20947,49639,7026,9052,54506,70397,190,68307,63708,2280,66518,34688.0,68465,1966,69658,928,67822,45,68325,35520,359,63051,47053,31234,30597,10117,10423,50781,63458,36498,35876,66023,45807,23759,13919,6472,3409,2425,20857,564,12
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto," 98°44'13.202"" W","20°07'20.495"" N",2378.0,297848,156299,141549,10190,5052,5138,285443,150137,135306,277064,146081,130983,248328,131942,116386,235069,125271,109798,220846,118143,102703,12787,6244,6543,24328,11951,12377,29786,14774,15012,13259,6671,6588,14223,7128,7095,35312,17487,17825,82533,41307.0,23145,18162,90.56,60564,207825,27244,18569,9108,9461,20192,9968,10224,21803,10842,10961,24186,12037,12149,25349,12578,12771,24126,12262,11864,22853,12066,10787,21588,11529,10059,20299,11051,9248,20035,11010,9025,19127,10626,8501,16199,8967,7232,14063,7754,6309,10202,5563,4639,7206,4000,3206,4585,2563,2022,2739,1671,1068,2512,1594,918,1.72,223979,117113,106866,69187,36891,32296,256775,136620,120155,16929,8673,8256,9387,4852,4535,81,55,26,9218,4771,4447,9355,81,9187,23246,     5985,     3113,     2872,14381,6440,6547,1760,3209.0,2538,2557,39854,11669,25284,1919,8477,1712,8533,3906,239563,4048,1974,2074,554,263,291,509,239,270,12004,6144,5860,17757,8944,8813,364,157,207,4528,3005,1523,5343,3354,1989,8730,5043,3687,19178,10717,8461,5347,2394,2953,46612,23721,22891,141142,75031,66111,11.64,11.55,11.75,158191,72976,85215,89643,58708,30935,154809,71728,83081,3382,1248,2134,92418,202942,106422,44908,1794,2302,40684,1000,6420,4092,91178,123066,33887,215337,36297,1033.0,42413,88876,33406,55470,295310,101327,193983,118255,88910,111033,81688,88778,88876,18919,10426,295310,3.32,0.74,87415,669,18300,69794,2327,6649,79120,87986,113,87018,85747,1081,79349,33768.0,87798,180,87972,121,86910,13,87847,36110,201,81208,67918,52277,50383,6136,14439,66495,84021,50319,44131,83532,60972,48374,25749,15405,1867,2211,22241,320,12
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,"100°59'58.996"" W","25°25'17.993"" N",1600.0,864431,434753,429678,44565,21946,22619,817082,411420,405662,783391,394930,388461,679238,343812,335426,636753,322943,313810,593919,301747,292172,49805,24367,25438,88039,43241,44798,100219,49090,51129,42485,20869,21616,42834,21196,21638,106861,52058,54803,231287,86875.0,47096,39779,98.83,224894,580781,55972,78256,38436,39820,75408,37182,38226,71230,34805,36425,73891,36315,37576,75804,36939,38865,72397,35573,36824,63627,31770,31857,61700,30907,30793,60986,31185,29801,56025,28598,27427,48201,25094,23107,37247,19466,17781,30903,16414,14489,20886,11143,9743,14912,8134,6778,9553,5168,4385,5895,3375,2520,4726,2862,1864,1.96,726418,366481,359937,129430,64228,65202,754385,381642,372743,25561,11797,13764,2154,906,1248,12,2,10,2090,876,1214,2134,12,2071,4485,    19793,     9749,    10044,27671,12332,11656,4469,5775.0,6408,4508,69688,18667,45547,4432,14487,3501,10753,9041,758653,18718,9002,9716,3045,1445,1600,2410,1126,1284,33316,16588,16728,39522,18880,20642,1213,522,691,7321,4224,3097,10221,5710,4511,20353,11512,8841,56592,31337,25255,12651,6023,6628,182392,92993,89399,326353,159962,166391,11.08,10.93,11.24,417316,165275,252041,260805,177998,82807,408653,162762,245891,8663,2513,6150,137935,722939,605763,60553,2487,957,27029,943,33726,13127,229692,373829,75205,686446,98941,658.0,74320,238171,68452,169719,862221,226623,635598,264208,238246,255851,229889,238071,238171,21092,4870,862221,3.62,0.8,235921,1249,47292,189913,2515,13580,221103,237005,207,235756,232571,1449,208606,31112.0,236418,517,236601,568,235312,24,236309,75239,293,231631,215187,165353,159322,12125,16496,174104,229745,117727,125810,220914,164831,103602,66970,41253,3525,7825,61783,768,13
12,Guerrero,29,Chilpancingo de los Bravo,1,Chilpancingo de los Bravo," 99°30'03.826"" W","17°33'05.938"" N",1257.0,225728,119129,106599,11523,5629,5894,213970,113382,100588,205753,109217,96536,177889,95627,82262,166099,89774,76325,153999,83664,70335,12202,6059,6143,23879,11696,12183,27842,13686,14156,11790,5853,5937,12100,6110,5990,29066,15206,13860,65806,21664.0,12027,9637,89.48,59394,152035,14064,19740,9794,9946,19937,9728,10209,19717,9715,10002,20345,10366,9979,20821,10950,9871,18736,9994,8742,18491,10050,8441,16907,9226,7681,15029,8168,6861,12810,7052,5758,11990,6770,5220,9306,5171,4135,7600,4146,3454,5253,2822,2431,3516,1934,1582,2332,1328,1004,1479,886,593,1484,911,573,1.88,211491,112153,99338,12929,6331,6598,201216,107224,93992,3874,1755,2119,7216,3954,3262,56,35,21,7124,3900,3224,7185,53,7096,16284,    21557,    11371,    10186,9991,4399,4683,1362,1989.0,1633,1672,26970,7680,17933,1483,4555,969,5220,2745,187040,2137,1023,1114,681,317,364,610,246,364,10127,5190,4937,14252,7559,6693,657,258,399,6429,4210,2219,7273,4632,2641,8751,4902,3849,13078,7435,5643,5338,2568,2770,28418,14998,13420,97012,51845,45167,11.28,11.15,11.42,116361,55789,60572,60095,39595,20500,113738,54935,58803,2623,854,1769,61204,163985,35231,52188,4284,4063,66837,1079,1575,692,64581,90978,22144,163431,31259,445.0,29971,58037,22968,35069,223194,84100,139094,75149,58123,71208,54182,57924,58037,12381,4645,223194,3.85,1.14,53486,4366,19466,38395,8542,9996,39324,57689,176,51589,39749,6276,52553,30236.0,57026,609,57451,414,51389,33,57216,33146,269,52567,33432,22508,22074,5831,2097,37665,52832,27101,25013,54586,36418,21051,9336,4696,2655,2011,18154,425,11
15,México,60,Nicolás Romero,1,Ciudad Nicolás Romero," 99°18'57.233"" W","19°37'32.574"" N",2387.0,323545,166328,157217,13241,6518,6723,310259,159785,150474,300525,154816,145709,263319,136282,127037,246569,127940,118629,229568,119546,110022,14811,7524,7287,32129,15979,16150,38378,19066,19312,16750,8342,8408,17001,8394,8607,38425,19145,19280,92369,32379.0,17366,15013,94.52,76931,226022,20547,22975,11487,11488,26320,13165,13155,27636,13711,13925,28315,13965,14350,27111,13574,13537,26273,13377,12896,25413,13142,12271,24900,13198,11702,24284,12959,11325,23231,12154,11077,19972,10483,9489,14691,7722,6969,11832,6295,5537,8129,4325,3804,5647,2969,2678,3391,1788,1603,1860,1033,827,1520,956,564,1.87,225078,114457,110621,97312,51250,46062,293768,151384,142384,6153,3198,2955,6975,3610,3365,67,48,19,6822,3513,3309,6951,67,6800,18638,     6711,     3401,     3310,14775,6538,7007,1902,3116.0,2215,2504,39014,11303,26416,2050,8223,1655,7216,4052,267692,6162,3086,3076,1123,563,560,997,451,546,13691,6956,6735,14793,7524,7269,560,241,319,5985,4093,1892,7920,5106,2814,13205,7546,5659,32802,17881,14921,7396,3160,4236,67030,33819,33211,108671,55295,53376,9.98,9.84,10.12,162483,67348,95135,100398,68733,31665,158810,66289,92521,3673,1059,2614,106297,216998,150519,10652,5178,2835,40912,819,3103,5400,88909,140718,33580,255587,25371,567.0,41548,87064,28247,58817,323261,96783,226478,98539,87079,95488,84028,86883,87064,9588,1872,323261,3.71,0.95,85662,1184,26992,59866,4213,13446,69195,86780,79,84240,71529,2619,70287,29295.0,86312,335,86532,272,83998,9,86213,47906,243,78837,68160,50700,35795,7809,6342,69278,83584,36927,45984,78864,51996,24251,15253,11461,1535,4047,30091,525,12
4,Campeche,3,Carmen,1,Ciudad del Carmen," 91°50'11.220"" W","18°38'16.042"" N",0000,191238,97313,93925,8331,4176,4155,179512,91444,88068,173424,88395,85029,152718,78245,74473,143889,73984,69905,135243,69758,65485,9050,4499,4551,17744,8700,9044,20705,10113,10592,8829,4261,4568,8646,4226,4420,21026,10602,10424,54635,17712.0,9423,8289,96.52,43954,132746,11143,14419,7225,7194,14818,7259,7559,14717,7152,7565,14445,7081,7364,15227,7747,7480,15741,8142,7599,16631,8731,7900,16823,8770,8053,14797,7610,7187,13090,6554,6536,10893,5581,5312,8530,4345,4185,6569,3360,3209,4460,2338,2122,2900,1565,1335,1731,957,774,1122,627,495,930,576,354,1.71,121334,62023,59311,64711,32660,32051,163309,83360,79949,9069,4645,4424,2318,1149,1169,9,4,5,2278,1133,1145,2310,7,2272,5143,     5145,     2624,     2521,9383,4347,4713,1301,1615.0,1561,1639,22500,6083,15961,1333,3479,891,3427,2255,154779,3514,1756,1758,906,432,474,599,267,332,7155,3530,3625,9073,4469,4604,477,200,277,3615,2198,1417,5031,2990,2041,8000,4481,3519,13770,7750,6020,4020,1952,2068,29664,15462,14202,78287,38679,39608,11,10.77,11.26,97515,40916,56599,54972,37217,17755,95201,40267,54934,2314,649,1665,42400,144847,92315,5856,240,19394,25081,650,2867,538,49507,83667,19155,128160,33462,173.0,25803,55559,19499,36060,190757,65431,125326,66661,55582,61995,50916,55457,55559,7294,3785,190757,3.43,1.08,53513,958,22627,31848,9437,10717,34320,54342,135,52613,46046,1863,45974,28484.0,54358,26,54310,143,52433,6,54257,25190,241,51374,47462,27237,25439,7131,8421,36394,50521,27788,26367,51818,37362,34941,15146,7271,2111,2007,14775,486,11
15,México,39,Ixtapaluca,1,Ixtapaluca," 98°53'03.290"" W","19°18'47.176"" N",2242.0,368585,190133,178452,15496,7608,7888,352951,182456,170495,341361,176685,164676,299555,156170,143385,280527,146775,133752,260912,137164,123748,17338,8628,8710,36058,17658,18400,43533,21263,22270,19028,9395,9633,19615,9611,10004,46413,23353,23060,104747,34285.0,18470,15815,93.86,87920,260551,19976,27086,13379,13707,29127,14418,14709,31707,15492,16215,33026,16229,16797,33002,16735,16267,32104,16349,15755,28073,14618,13455,24971,13198,11773,24391,13375,11016,26278,14243,12035,24894,13255,11639,19503,10303,9200,14309,7529,6780,8556,4513,4043,5117,2812,2305,3021,1677,1344,1829,1043,786,1453,896,557,1.85,192022,97412,94610,174737,91818,82919,326193,168975,157218,14508,7465,7043,7718,4023,3695,132,75,57,7432,3870,3562,7680,128,7400,20631,     7100,     3657,     3443,17420,7020,8641,2198,3462.0,2326,2848,42883,11611,29068,2134,7939,1524,7465,4634,305883,6515,3204,3311,1400,710,690,1213,536,677,15594,7893,7701,17382,8853,8529,741,330,411,5520,3509,2011,7194,4411,2783,13490,7823,5667,31598,17490,14108,8979,3986,4993,74657,38525,36132,133879,68759,65120,10.19,10.08,10.3,187014,78668,108346,112035,77271,34764,182516,77234,105282,4498,1434,3064,127977,240244,139845,22469,4240,2201,63370,1328,3942,5034,105568,156718,37132,267237,34971,1432.0,64080,99488,33837,65651,368362,117188,251174,116077,99512,108134,91569,99355,99488,12808,3757,368362,3.7,0.98,96588,2720,28043,71266,6208,13979,79117,99195,120,98566,80729,742,68061,27591.0,97869,1292,98645,557,97896,4,98243,58357,302,89074,77898,54548,36421,9428,27309,75433,94770,42733,53126,91306,62234,38066,19863,14675,2069,4020,32294,535,12
30,Veracruz de Ignacio de la Llave,193,Veracruz,1,Veracruz," 96°09'10.899"" W","19°11'25.164"" N",8.0,405952,215818,190134,10388,5136,5252,394828,210314,184514,385992,205929,180063,349883,188213,161670,333462,180078,153384,316011,171570,144441,13777,6843,6934,31168,15258,15910,37572,18411,19161,16421,8135,8286,17451,8508,8943,44712,22239,22473,107662,72402.0,42051,30351,88.1,71754,283974,49488,19224,9521,9703,25484,12544,12940,27046,13307,13739,30215,14742,15473,31948,16005,15943,30450,15652,14798,28639,14945,13694,27996,14872,13124,27804,15378,12426,29287,16068,13219,29388,16324,13064,25333,14041,11292,22914,12909,10005,17757,9962,7795,12900,7447,5453,8230,4767,3463,5659,3609,2050,4942,3357,1585,1.69,358320,190672,167648,45250,24035,21215,377320,201772,175548,7736,3836,3900,3124,1600,1524,27,15,12,3084,1581,1503,3102,26,3063,7291,    18688,     9693,     8995,23495,11814,10410,3347,5060.0,4487,4416,53284,16822,35621,3053,11183,2794,10472,6357,325417,4685,2317,2368,1600,769,831,1267,596,671,14409,7106,7303,20207,10051,10156,861,358,503,8189,5185,3004,10990,6878,4112,21101,12665,8436,39172,22574,16598,9839,4644,5195,62657,33649,29008,178905,93723,85182,10.74,10.55,10.97,212835,95930,116905,136374,91970,44404,207256,94074,113182,5579,1856,3723,112904,292006,208223,24834,658,15583,39266,1045,4818,2031,123602,173504,52589,298920,58645,852.0,46337,134964,57113,77851,405345,163293,242052,175519,135020,172284,131785,134713,134964,29900,10599,405345,3,0.85,132080,2375,46206,88258,13214,18756,102493,134200,264,133717,129335,747,99718,27098.0,133612,420,133450,1013,132718,44,133156,76817,708,126858,110398,71002,51211,11231,12958,94859,125868,58037,57807,125010,87186,64541,32556,15018,4291,6148,42438,1308,12
30,Veracruz de Ignacio de la Llave,87,Xalapa,1,Xalapa-Enríquez," 96°55'21.521"" W","19°31'37.505"" N",1392.0,443063,237967,205096,14425,7135,7290,428386,230706,197680,416278,224687,191591,372435,202886,169549,353240,193488,159752,332664,183332,149332,18373,9159,9214,37578,18661,18917,44434,21889,22545,19195,9398,9797,20576,10156,10420,52423,26624,25799,124543,66731.0,39187,27544,86.19,89571,307776,45464,26533,13154,13379,31126,15558,15568,31912,15641,16271,35497,17635,17862,37502,19145,18357,35802,18607,17195,33266,17941,15325,31608,17272,14336,30823,17134,13689,29705,16809,12896,28604,16264,12340,23702,13494,10208,21267,12220,9047,16468,9428,7040,11772,6874,4898,7502,4400,3102,5008,3141,1867,4714,3124,1590,1.7,401402,215493,185909,39053,21222,17831,407051,220211,186840,7806,3881,3925,2415,1221,1194,11,8,3,2391,1205,1186,2406,10,2383,5896,    14183,     7418,     6765,22551,9870,10594,3083,5074.0,4011,4364,60043,16706,39564,2939,12237,2505,13455,5918,357494,5493,2725,2768,1212,550,662,995,443,552,17690,8887,8803,28144,14452,13692,643,283,360,8975,5806,3169,11164,6933,4231,20453,12224,8229,33103,19062,14041,9880,4701,5179,56221,30586,25635,210572,113464,97108,11.39,11.25,11.56,231038,109035,122003,140707,93494,47213,225546,107102,118444,5492,1933,3559,123506,318955,184775,43282,734,2910,81009,1240,7825,3601,141833,176946,53412,335639,45556,851.0,60150,137632,59932,77700,442472,180949,261523,176186,137679,169112,130605,137436,137632,29695,8812,442472,3.21,0.79,135512,1826,45424,91926,11006,18892,107451,137043,309,136573,135535,779,120841,26626.0,136429,625,136838,509,136042,41,136391,74653,538,124498,102729,75223,58441,10396,8688,100490,128084,74447,65689,128863,96480,65339,38277,20595,4200,4773,35047,821,12
3,Baja California Sur,8,Los Cabos,54,Cabo San Lucas,"109°55'30.670"" W","22°53'49.268"" N",43.0,202694,98608,104086,10702,5296,5406,189408,92018,97390,181988,88377,93611,155736,75500,80236,145197,70292,74905,135175,65456,69719,11144,5450,5694,22528,11068,11460,25727,12628,13099,10539,5208,5331,10022,4836,5186,25203,12311,12892,58167,9875.0,5026,4849,105.56,54913,139330,5867,18122,8937,9185,18624,9185,9439,18167,8900,9267,16718,8165,8553,18507,8982,9525,20043,9837,10206,19508,9338,10170,17859,8694,9165,15495,7407,8088,12301,5744,6557,9011,4278,4733,5880,2821,3059,4008,2024,1984,2687,1368,1319,1539,752,787,885,473,412,434,223,211,322,186,136,1.76,77327,37913,39414,119408,57858,61550,149402,72843,76559,30833,14852,15981,4030,1833,2197,23,17,6,3965,1799,2166,4006,23,3941,9392,    13792,     6522,     7270,6085,2190,3062,1125,1054.0,1129,1091,18792,4183,12806,1275,2902,746,3272,2344,173510,4538,2181,2357,1036,497,539,637,266,371,7982,3954,4028,5959,3164,2795,674,270,404,3033,1679,1354,4130,2181,1949,7494,3486,4008,16050,7578,8472,5388,2378,3010,37311,17793,19518,68729,33786,34943,10.23,10.3,10.17,111507,45603,65904,43726,29682,14044,109629,45071,64558,1878,532,1346,40429,159333,118856,6637,136,586,30042,1237,3709,559,52630,87461,15416,135558,26109,318.0,37675,57785,18521,39264,202469,65890,136579,67868,57805,61672,51609,57556,57785,5634,4429,202469,3.5,1.27,51503,5203,23640,33103,13276,11481,31980,56342,402,50387,45739,6351,47565,26530.0,56050,450,55666,1033,49935,67,55439,22933,284,52021,32782,25989,32382,4783,4168,31302,49804,23182,19202,54430,36317,28342,16107,7776,4301,1904,18299,628,11
27,Tabasco,4,Centro,1,Villahermosa," 92°55'09.898"" W","17°59'16.215"" N",11.0,340060,178122,161938,12017,5939,6078,327873,172097,155776,318172,167275,150897,283780,150447,133333,268852,143140,125712,253812,135580,118232,14538,7134,7404,29555,14516,15039,34784,16920,17864,14928,7307,7621,15040,7560,7480,38644,19224,19420,93617,47795.0,26828,20967,90.91,71038,237622,31230,21718,10761,10957,24227,11916,12311,25093,12219,12874,25756,12809,12947,27928,13975,13953,27615,14303,13312,26329,13541,12788,25638,13620,12018,23973,12918,11055,22759,12451,10308,21773,12074,9699,19286,10621,8665,16565,9000,7565,11811,6504,5307,7793,4344,3449,5049,2883,2166,3470,2121,1349,3107,1976,1131,1.74,283191,148936,134255,54460,28048,26412,306842,162559,144283,8112,4074,4038,5946,3235,2711,27,18,9,5876,3200,2676,5901,26,5832,12010,     6861,     3563,     3298,19913,10072,9446,2812,3740.0,3693,3673,37261,11717,24526,2140,6464,1713,6842,4714,280261,3009,1505,1504,1141,551,590,802,407,395,12855,6528,6327,19415,9560,9855,667,267,400,5555,3584,1971,7076,4362,2714,13236,7831,5405,23682,13643,10039,5374,2477,2897,47169,25437,21732,163081,84271,78810,11.66,11.45,11.89,179881,81150,98731,103152,68949,34203,174983,79461,95522,4898,1689,3209,92554,246790,111103,22545,17061,20720,54146,1680,9023,14999,98796,142124,42609,226829,80253,269.0,31577,101476,38261,63215,337612,119080,218532,123116,101507,114661,93052,101380,101476,17438,4171,337612,3.33,0.94,100007,1309,35978,65353,11376,15169,74784,101214,118,100956,99504,375,69777,24741.0,101131,27,101195,135,100780,19,101099,54111,405,95648,85200,47018,44206,6206,7599,59600,94211,50246,46913,95040,67088,42885,25912,11912,4138,4630,29528,898,12
